start_time=2026-06-30T18:18:25+08:00
variant=baseline seed=0 root=outputs/tuned_compare_baseline_nenv16_seed0_1m timesteps=1000000 horizon=1500 n_envs=16 episodes=50 device=cuda extra_args=--ent-coef 0.01 --reward-cost 50 --reward-overspeed 3 --reward-target-speed 18 --reward-progress 40 --reward-lane 1.0 --reward-success-bonus 55 --reward-crash-penalty 120 --reward-out-of-road-penalty 150 --stage2-success 0.50 --stage2-cost 0.25 --demote-cost 0.35
/home/aaa/data/qj/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Using cuda device
Logging to outputs/tuned_compare_baseline_nenv16_seed0_1m/runs/baseline_ppo_s0/tensorboard/baseline_ppo_s0_1
------------------------------
| time/              |       |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 571         |
|    jerk                 | 0.189       |
|    lane_deviation       | 0.394       |
|    max_lane_deviation   | 0.995       |
|    mean_speed_kmh       | 27.3        |
|    min_ttc              | 0.329       |
|    out_of_road          | 0           |
|    route_completion     | 0.873       |
|    shaped_reward        | 252         |
|    steering_variation   | 0.606       |
|    success              | 0           |
|    ttc_risk             | 0.0306      |
| rollout/                |             |
|    ep_len_mean          | 520         |
|    ep_rew_mean          | 219         |
|    success_rate         | 0.23        |
| time/                   |             |
|    fps                  | 859         |
|    iterations           | 23          |
|    time_elapsed         | 438         |
|    total_timesteps      | 376832      |
| train/                  |             |
|    approx_kl            | 0.010416451 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.89       |
|    explained_variance   | 0.697       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.52        |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00203    |
|    std                  | 0.616       |
|    value_loss           | 16.2        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.227       |
|    base_reward          | 440         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 939         |
|    jerk                 | 0.2         |
|    lane_deviation       | 0.328       |
|    max_lane_deviation   | 1.39        |
|    mean_speed_kmh       | 23.3        |
|    min_ttc              | 1.91        |
|    out_of_road          | 0           |
|    route_completion     | 0.993       |
|    shaped_reward        | 440         |
|    steering_variation   | 0.579       |
|    success              | 1           |
|    ttc_risk             | 0.0132      |
| rollout/                |             |
|    ep_len_mean          | 463         |
|    ep_rew_mean          | 197         |
|    success_rate         | 0.17        |
| time/                   |             |
|    fps                  | 846         |
|    iterations           | 24          |
|    time_elapsed         | 464         |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.035170726 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.85       |
|    explained_variance   | 0.721       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.51        |
|    n_updates            | 230         |
|    policy_gradient_loss | 0.00129     |
|    std                  | 0.607       |
|    value_loss           | 18.4        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.231       |
|    base_reward          | 135         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 282         |
|    jerk                 | 0.205       |
|    lane_deviation       | 0.369       |
|    max_lane_deviation   | 2           |
|    mean_speed_kmh       | 28.2        |
|    min_ttc              | 1.04        |
|    out_of_road          | 0           |
|    route_completion     | 0.451       |
|    shaped_reward        | 135         |
|    steering_variation   | 0.59        |
|    success              | 0           |
|    ttc_risk             | 0.0839      |
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | 191         |
|    success_rate         | 0.15        |
| time/                   |             |
|    fps                  | 832         |
|    iterations           | 25          |
|    time_elapsed         | 492         |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.029600723 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.83       |
|    explained_variance   | 0.74        |
|    learning_rate        | 0.0003      |
|    loss                 | 11          |
|    n_updates            | 240         |
|    policy_gradient_loss | 0.00215     |
|    std                  | 0.601       |
|    value_loss           | 19          |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.204       |
|    base_reward          | 159         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 366         |
|    jerk                 | 0.194       |
|    lane_deviation       | 0.354       |
|    max_lane_deviation   | 1.2         |
|    mean_speed_kmh       | 26.3        |
|    min_ttc              | 1.7         |
|    out_of_road          | 1           |
|    route_completion     | 0.419       |
|    shaped_reward        | 159         |
|    steering_variation   | 0.586       |
|    success              | 0           |
|    ttc_risk             | 0.0196      |
| rollout/                |             |
|    ep_len_mean          | 442         |
|    ep_rew_mean          | 201         |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 817         |
|    iterations           | 26          |
|    time_elapsed         | 521         |
|    total_timesteps      | 425984      |
| train/                  |             |
|    approx_kl            | 0.012900554 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.81       |
|    explained_variance   | 0.764       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.87        |
|    n_updates            | 250         |
|    policy_gradient_loss | 0.000917    |
|    std                  | 0.595       |
|    value_loss           | 21.1        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.212       |
|    base_reward          | 84.8        |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 228         |
|    jerk                 | 0.187       |
|    lane_deviation       | 0.367       |
|    max_lane_deviation   | 2           |
|    mean_speed_kmh       | 25.6        |
|    min_ttc              | 10.5        |
|    out_of_road          | 1           |
|    route_completion     | 0.322       |
|    shaped_reward        | 84.8        |
|    steering_variation   | 0.572       |
|    success              | 0           |
|    ttc_risk             | 0           |
| rollout/                |             |
|    ep_len_mean          | 414         |
|    ep_rew_mean          | 194         |
|    success_rate         | 0.14        |
| time/                   |             |
|    fps                  | 807         |
|    iterations           | 27          |
|    time_elapsed         | 547         |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.024029102 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.78       |
|    explained_variance   | 0.714       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.8         |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.000341   |
|    std                  | 0.588       |
|    value_loss           | 22.5        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.262       |
|    base_reward          | 562         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 995         |
|    jerk                 | 0.236       |
|    lane_deviation       | 0.289       |
|    max_lane_deviation   | 0.998       |
|    mean_speed_kmh       | 26.7        |
|    min_ttc              | 2.94        |
|    out_of_road          | 0           |
|    route_completion     | 0.992       |
|    shaped_reward        | 562         |
|    steering_variation   | 0.547       |
|    success              | 1           |
|    ttc_risk             | 0.0047      |
| rollout/                |             |
|    ep_len_mean          | 403         |
|    ep_rew_mean          | 195         |
|    success_rate         | 0.11        |
| time/                   |             |
|    fps                  | 794         |
|    iterations           | 28          |
|    time_elapsed         | 577         |
|    total_timesteps      | 458752      |
| train/                  |             |
|    approx_kl            | 0.007814089 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.77       |
|    explained_variance   | 0.721       |
|    learning_rate        | 0.0003      |
|    loss                 | 11          |
|    n_updates            | 270         |
|    policy_gradient_loss | 0.000848    |
|    std                  | 0.587       |
|    value_loss           | 23.4        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.231       |
|    base_reward          | 281         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 505         |
|    jerk                 | 0.219       |
|    lane_deviation       | 0.323       |
|    max_lane_deviation   | 0.972       |
|    mean_speed_kmh       | 29.6        |
|    min_ttc              | 0.885       |
|    out_of_road          | 0           |
|    route_completion     | 0.705       |
|    shaped_reward        | 281         |
|    steering_variation   | 0.525       |
|    success              | 0           |
|    ttc_risk             | 0.0198      |
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | 211         |
|    success_rate         | 0.16        |
| time/                   |             |
|    fps                  | 787         |
|    iterations           | 29          |
|    time_elapsed         | 603         |
|    total_timesteps      | 475136      |
| train/                  |             |
|    approx_kl            | 0.012883224 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.76       |
|    explained_variance   | 0.698       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.79        |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.00185     |
|    std                  | 0.584       |
|    value_loss           | 27.7        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.314       |
|    base_reward          | 424         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 863         |
|    jerk                 | 0.237       |
|    lane_deviation       | 0.3         |
|    max_lane_deviation   | 1.11        |
|    mean_speed_kmh       | 23.8        |
|    min_ttc              | 4.4         |
|    out_of_road          | 0           |
|    route_completion     | 0.992       |
|    shaped_reward        | 424         |
|    steering_variation   | 0.536       |
|    success              | 1           |
|    ttc_risk             | 0.000664    |
| rollout/                |             |
|    ep_len_mean          | 478         |
|    ep_rew_mean          | 227         |
|    success_rate         | 0.23        |
| time/                   |             |
|    fps                  | 782         |
|    iterations           | 30          |
|    time_elapsed         | 628         |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.030101404 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.75       |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.22        |
|    n_updates            | 290         |
|    policy_gradient_loss | 0.00648     |
|    std                  | 0.581       |
|    value_loss           | 19.8        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.328       |
|    base_reward          | 466         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 998         |
|    jerk                 | 0.27        |
|    lane_deviation       | 0.254       |
|    max_lane_deviation   | 1.48        |
|    mean_speed_kmh       | 21.2        |
|    min_ttc              | 0.579       |
|    out_of_road          | 0           |
|    route_completion     | 0.992       |
|    shaped_reward        | 466         |
|    steering_variation   | 0.555       |
|    success              | 1           |
|    ttc_risk             | 0.00827     |
| rollout/                |             |
|    ep_len_mean          | 530         |
|    ep_rew_mean          | 247         |
|    success_rate         | 0.33        |
| time/                   |             |
|    fps                  | 779         |
|    iterations           | 31          |
|    time_elapsed         | 651         |
|    total_timesteps      | 507904      |
| train/                  |             |
|    approx_kl            | 0.011400477 |
|    clip_fraction        | 0.185       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.73       |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.37        |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.0067      |
|    std                  | 0.573       |
|    value_loss           | 14.7        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.334       |
|    base_reward          | 373         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 690         |
|    jerk                 | 0.29        |
|    lane_deviation       | 0.251       |
|    max_lane_deviation   | 1.08        |
|    mean_speed_kmh       | 25.7        |
|    min_ttc              | 0.145       |
|    out_of_road          | 1           |
|    route_completion     | 0.93        |
|    shaped_reward        | 373         |
|    steering_variation   | 0.534       |
|    success              | 0           |
|    ttc_risk             | 0.0197      |
| rollout/                |             |
|    ep_len_mean          | 593         |
|    ep_rew_mean          | 272         |
|    success_rate         | 0.37        |
| time/                   |             |
|    fps                  | 778         |
|    iterations           | 32          |
|    time_elapsed         | 673         |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.008917715 |
|    clip_fraction        | 0.249       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.7        |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.59        |
|    n_updates            | 310         |
|    policy_gradient_loss | 0.01        |
|    std                  | 0.565       |
|    value_loss           | 15.8        |
-----------------------------------------
---------------------------------------
| paper/                  |           |
|    accel_variation      | 0.364     |
|    base_reward          | 459       |
|    collision            | 0         |
|    crash_object         | 0         |
|    crash_vehicle        | 0         |
|    episode_cost         | 0         |
|    episode_length       | 898       |
|    jerk                 | 0.297     |
|    lane_deviation       | 0.253     |
|    max_lane_deviation   | 0.97      |
|    mean_speed_kmh       | 23.2      |
|    min_ttc              | 3.83      |
|    out_of_road          | 0         |
|    route_completion     | 0.992     |
|    shaped_reward        | 459       |
|    steering_variation   | 0.55      |
|    success              | 1         |
|    ttc_risk             | 0.0012    |
| rollout/                |           |
|    ep_len_mean          | 639       |
|    ep_rew_mean          | 290       |
|    success_rate         | 0.47      |
| time/                   |           |
|    fps                  | 771       |
|    iterations           | 33        |
|    time_elapsed         | 700       |
|    total_timesteps      | 540672    |
| train/                  |           |
|    approx_kl            | 0.1543706 |
|    clip_fraction        | 0.225     |
|    clip_range           | 0.2       |
|    entropy_loss         | -1.67     |
|    explained_variance   | 0.744     |
|    learning_rate        | 0.0003    |
|    loss                 | 8.81      |
|    n_updates            | 320       |
|    policy_gradient_loss | 0.0108    |
|    std                  | 0.56      |
|    value_loss           | 15        |
---------------------------------------
----------------------------------------
| paper/                  |            |
|    accel_variation      | 0.343      |
|    base_reward          | 334        |
|    collision            | 1          |
|    crash_object         | 0          |
|    crash_vehicle        | 1          |
|    episode_cost         | 1          |
|    episode_length       | 632        |
|    jerk                 | 0.289      |
|    lane_deviation       | 0.205      |
|    max_lane_deviation   | 0.808      |
|    mean_speed_kmh       | 24         |
|    min_ttc              | 0.862      |
|    out_of_road          | 0          |
|    route_completion     | 0.83       |
|    shaped_reward        | 334        |
|    steering_variation   | 0.536      |
|    success              | 0          |
|    ttc_risk             | 0.0494     |
| rollout/                |            |
|    ep_len_mean          | 662        |
|    ep_rew_mean          | 301        |
|    success_rate         | 0.47       |
| time/                   |            |
|    fps                  | 768        |
|    iterations           | 34         |
|    time_elapsed         | 725        |
|    total_timesteps      | 557056     |
| train/                  |            |
|    approx_kl            | 0.01083879 |
|    clip_fraction        | 0.167      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.66      |
|    explained_variance   | 0.779      |
|    learning_rate        | 0.0003     |
|    loss                 | 6.06       |
|    n_updates            | 330        |
|    policy_gradient_loss | 0.000548   |
|    std                  | 0.554      |
|    value_loss           | 12.6       |
----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.283       |
|    base_reward          | 201         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 333         |
|    jerk                 | 0.265       |
|    lane_deviation       | 0.217       |
|    max_lane_deviation   | 2           |
|    mean_speed_kmh       | 28.8        |
|    min_ttc              | 3.48        |
|    out_of_road          | 1           |
|    route_completion     | 0.491       |
|    shaped_reward        | 201         |
|    steering_variation   | 0.521       |
|    success              | 0           |
|    ttc_risk             | 0.000912    |
| rollout/                |             |
|    ep_len_mean          | 671         |
|    ep_rew_mean          | 310         |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 762         |
|    iterations           | 35          |
|    time_elapsed         | 752         |
|    total_timesteps      | 573440      |
| train/                  |             |
|    approx_kl            | 0.018281613 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.62       |
|    explained_variance   | 0.739       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.9         |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.00085     |
|    std                  | 0.542       |
|    value_loss           | 18.4        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.338       |
|    base_reward          | 344         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 627         |
|    jerk                 | 0.292       |
|    lane_deviation       | 0.253       |
|    max_lane_deviation   | 0.988       |
|    mean_speed_kmh       | 24.1        |
|    min_ttc              | 1.15        |
|    out_of_road          | 0           |
|    route_completion     | 0.988       |
|    shaped_reward        | 344         |
|    steering_variation   | 0.508       |
|    success              | 1           |
|    ttc_risk             | 0.0286      |
| rollout/                |             |
|    ep_len_mean          | 649         |
|    ep_rew_mean          | 310         |
|    success_rate         | 0.48        |
| time/                   |             |
|    fps                  | 755         |
|    iterations           | 36          |
|    time_elapsed         | 780         |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.009582543 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.58       |
|    explained_variance   | 0.75        |
|    learning_rate        | 0.0003      |
|    loss                 | 5.21        |
|    n_updates            | 350         |
|    policy_gradient_loss | 0.00229     |
|    std                  | 0.535       |
|    value_loss           | 12.5        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.286       |
|    base_reward          | 192         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 357         |
|    jerk                 | 0.246       |
|    lane_deviation       | 0.238       |
|    max_lane_deviation   | 1.05        |
|    mean_speed_kmh       | 26.9        |
|    min_ttc              | 7.43        |
|    out_of_road          | 1           |
|    route_completion     | 0.411       |
|    shaped_reward        | 192         |
|    steering_variation   | 0.461       |
|    success              | 0           |
|    ttc_risk             | 0           |
| rollout/                |             |
|    ep_len_mean          | 631         |
|    ep_rew_mean          | 311         |
|    success_rate         | 0.46        |
| time/                   |             |
|    fps                  | 748         |
|    iterations           | 37          |
|    time_elapsed         | 810         |
|    total_timesteps      | 606208      |
| train/                  |             |
|    approx_kl            | 0.017856114 |
|    clip_fraction        | 0.242       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.56       |
|    explained_variance   | 0.707       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.64        |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.0067      |
|    std                  | 0.53        |
|    value_loss           | 14.9        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.324       |
|    base_reward          | 155         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 1           |
|    episode_length       | 282         |
|    jerk                 | 0.26        |
|    lane_deviation       | 0.201       |
|    max_lane_deviation   | 0.978       |
|    mean_speed_kmh       | 25.9        |
|    min_ttc              | 3.41        |
|    out_of_road          | 1           |
|    route_completion     | 0.411       |
|    shaped_reward        | 155         |
|    steering_variation   | 0.508       |
|    success              | 0           |
|    ttc_risk             | 0.00113     |
| rollout/                |             |
|    ep_len_mean          | 648         |
|    ep_rew_mean          | 325         |
|    success_rate         | 0.49        |
| time/                   |             |
|    fps                  | 743         |
|    iterations           | 38          |
|    time_elapsed         | 837         |
|    total_timesteps      | 622592      |
| train/                  |             |
|    approx_kl            | 0.022644626 |
|    clip_fraction        | 0.18        |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.55       |
|    explained_variance   | 0.722       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.47        |
|    n_updates            | 370         |
|    policy_gradient_loss | 0.000862    |
|    std                  | 0.531       |
|    value_loss           | 17.2        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.353       |
|    base_reward          | 209         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 366         |
|    jerk                 | 0.279       |
|    lane_deviation       | 0.268       |
|    max_lane_deviation   | 1.07        |
|    mean_speed_kmh       | 28.7        |
|    min_ttc              | 1.63        |
|    out_of_road          | 0           |
|    route_completion     | 0.554       |
|    shaped_reward        | 209         |
|    steering_variation   | 0.52        |
|    success              | 0           |
|    ttc_risk             | 0.0296      |
| rollout/                |             |
|    ep_len_mean          | 628         |
|    ep_rew_mean          | 313         |
|    success_rate         | 0.44        |
| time/                   |             |
|    fps                  | 737         |
|    iterations           | 39          |
|    time_elapsed         | 866         |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.011806345 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.53       |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.25        |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00204     |
|    std                  | 0.522       |
|    value_loss           | 14.5        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.212       |
|    base_reward          | 136         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 228         |
|    jerk                 | 0.181       |
|    lane_deviation       | 0.232       |
|    max_lane_deviation   | 0.636       |
|    mean_speed_kmh       | 31.1        |
|    min_ttc              | 0.631       |
|    out_of_road          | 0           |
|    route_completion     | 0.378       |
|    shaped_reward        | 136         |
|    steering_variation   | 0.492       |
|    success              | 0           |
|    ttc_risk             | 0.0806      |
| rollout/                |             |
|    ep_len_mean          | 560         |
|    ep_rew_mean          | 283         |
|    success_rate         | 0.32        |
| time/                   |             |
|    fps                  | 732         |
|    iterations           | 40          |
|    time_elapsed         | 894         |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.020697523 |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.5        |
|    explained_variance   | 0.717       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.9        |
|    n_updates            | 390         |
|    policy_gradient_loss | 0.00237     |
|    std                  | 0.517       |
|    value_loss           | 21.4        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.39        |
|    base_reward          | 237         |
|    collision            | 1           |
|    crash_object         | 0           |
|    crash_vehicle        | 1           |
|    episode_cost         | 1           |
|    episode_length       | 453         |
|    jerk                 | 0.292       |
|    lane_deviation       | 0.234       |
|    max_lane_deviation   | 0.97        |
|    mean_speed_kmh       | 25.1        |
|    min_ttc              | 1.46        |
|    out_of_road          | 0           |
|    route_completion     | 0.527       |
|    shaped_reward        | 237         |
|    steering_variation   | 0.504       |
|    success              | 0           |
|    ttc_risk             | 0.043       |
| rollout/                |             |
|    ep_len_mean          | 506         |
|    ep_rew_mean          | 266         |
|    success_rate         | 0.29        |
| time/                   |             |
|    fps                  | 734         |
|    iterations           | 41          |
|    time_elapsed         | 914         |
|    total_timesteps      | 671744      |
| train/                  |             |
|    approx_kl            | 0.013190823 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.5        |
|    explained_variance   | 0.727       |
|    learning_rate        | 0.0003      |
|    loss                 | 13.2        |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.000496    |
|    std                  | 0.519       |
|    value_loss           | 24          |
-----------------------------------------
----------------------------------------
| paper/                  |            |
|    accel_variation      | 0.381      |
|    base_reward          | 581        |
|    collision            | 0          |
|    crash_object         | 0          |
|    crash_vehicle        | 0          |
|    episode_cost         | 0          |
|    episode_length       | 1334       |
|    jerk                 | 0.318      |
|    lane_deviation       | 0.283      |
|    max_lane_deviation   | 0.933      |
|    mean_speed_kmh       | 20.4       |
|    min_ttc              | 1.77       |
|    out_of_road          | 0          |
|    route_completion     | 0.994      |
|    shaped_reward        | 581        |
|    steering_variation   | 0.487      |
|    success              | 1          |
|    ttc_risk             | 0.0266     |
| rollout/                |            |
|    ep_len_mean          | 445        |
|    ep_rew_mean          | 238        |
|    success_rate         | 0.24       |
| time/                   |            |
|    fps                  | 733        |
|    iterations           | 42         |
|    time_elapsed         | 937        |
|    total_timesteps      | 688128     |
| train/                  |            |
|    approx_kl            | 0.05683139 |
|    clip_fraction        | 0.272      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.5       |
|    explained_variance   | 0.75       |
|    learning_rate        | 0.0003     |
|    loss                 | 8.04       |
|    n_updates            | 410        |
|    policy_gradient_loss | 0.0131     |
|    std                  | 0.517      |
|    value_loss           | 18.9       |
----------------------------------------
----------------------------------------
| paper/                  |            |
|    accel_variation      | 0.268      |
|    base_reward          | 43.3       |
|    collision            | 0          |
|    crash_object         | 0          |
|    crash_vehicle        | 0          |
|    episode_cost         | 1          |
|    episode_length       | 155        |
|    jerk                 | 0.214      |
|    lane_deviation       | 0.488      |
|    max_lane_deviation   | 2          |
|    mean_speed_kmh       | 20.9       |
|    min_ttc              | 6.14       |
|    out_of_road          | 1          |
|    route_completion     | 0.13       |
|    shaped_reward        | 43.3       |
|    steering_variation   | 0.521      |
|    success              | 0          |
|    ttc_risk             | 0          |
| rollout/                |            |
|    ep_len_mean          | 476        |
|    ep_rew_mean          | 253        |
|    success_rate         | 0.29       |
| time/                   |            |
|    fps                  | 734        |
|    iterations           | 43         |
|    time_elapsed         | 958        |
|    total_timesteps      | 704512     |
| train/                  |            |
|    approx_kl            | 0.01638323 |
|    clip_fraction        | 0.203      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.49      |
|    explained_variance   | 0.697      |
|    learning_rate        | 0.0003     |
|    loss                 | 10.9       |
|    n_updates            | 420        |
|    policy_gradient_loss | 0.00471    |
|    std                  | 0.516      |
|    value_loss           | 27.5       |
----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.341       |
|    base_reward          | 391         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 717         |
|    jerk                 | 0.281       |
|    lane_deviation       | 0.238       |
|    max_lane_deviation   | 1.02        |
|    mean_speed_kmh       | 25.6        |
|    min_ttc              | 0.201       |
|    out_of_road          | 0           |
|    route_completion     | 0.99        |
|    shaped_reward        | 391         |
|    steering_variation   | 0.494       |
|    success              | 1           |
|    ttc_risk             | 0.0227      |
| rollout/                |             |
|    ep_len_mean          | 493         |
|    ep_rew_mean          | 258         |
|    success_rate         | 0.29        |
| time/                   |             |
|    fps                  | 735         |
|    iterations           | 44          |
|    time_elapsed         | 980         |
|    total_timesteps      | 720896      |
| train/                  |             |
|    approx_kl            | 0.015177345 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.49       |
|    explained_variance   | 0.645       |
|    learning_rate        | 0.0003      |
|    loss                 | 14.7        |
|    n_updates            | 430         |
|    policy_gradient_loss | 0.00203     |
|    std                  | 0.515       |
|    value_loss           | 21.3        |
-----------------------------------------
-----------------------------------------
| paper/                  |             |
|    accel_variation      | 0.375       |
|    base_reward          | 477         |
|    collision            | 0           |
|    crash_object         | 0           |
|    crash_vehicle        | 0           |
|    episode_cost         | 0           |
|    episode_length       | 776         |
|    jerk                 | 0.311       |
|    lane_deviation       | 0.186       |
|    max_lane_deviation   | 0.756       |
|    mean_speed_kmh       | 25.5        |
|    min_ttc              | 4.07        |
|    out_of_road          | 0           |
